report_id,date,day,team,location,confidence,activity_notes,ground_truth_flag
UP-SURV-0274,2024-02-01,32,STF Unit 1 (Lucknow),"Chinhat PS, Lucknow",Low,Static surveillance outside suspect safehouse near Chinhat PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0275,2024-05-14,135,STF Unit 2 (Kanpur Nagar),"Kotwali PS, Kanpur Nagar",Low,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0276,2024-05-02,123,STF Unit 5 (Bareilly),"Prem Nagar PS, Bareilly",Medium,Static surveillance outside suspect safehouse near Prem Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0277,2024-03-11,71,STF Unit 6 (Jhansi),"Prem Nagar PS, Jhansi",Low,Static surveillance outside suspect safehouse near Prem Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0278,2024-06-29,181,STF Unit 7 (Ayodhya),"Ayodhya Kotwali PS, Ayodhya",Medium,Static surveillance outside suspect safehouse near Ayodhya Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0279,2024-01-19,19,STF Unit 8 (Agra),"Shahganj PS, Agra",High,Static surveillance outside suspect safehouse near Shahganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0280,2024-03-19,79,STF Unit 1 (Agra),"Tajganj PS, Agra",Medium,Static surveillance outside suspect safehouse near Tajganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0281,2024-05-24,145,STF Unit 6 (Ghaziabad),"Sihani Gate PS, Ghaziabad",Low,Static surveillance outside suspect safehouse near Sihani Gate PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0282,2024-08-11,224,STF Unit 5 (Agra),"Shahganj PS, Agra",High,Static surveillance outside suspect safehouse near Shahganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0283,2024-02-17,48,STF Unit 4 (Agra),"Tajganj PS, Agra",Medium,Static surveillance outside suspect safehouse near Tajganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0284,2024-02-20,51,STF Unit 3 (Varanasi),"Bhelupur PS, Varanasi",High,Static surveillance outside suspect safehouse near Bhelupur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0285,2024-03-15,75,STF Unit 6 (Prayagraj),"Civil Lines PS, Prayagraj",High,Static surveillance outside suspect safehouse near Civil Lines PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0286,2024-05-24,145,STF Unit 6 (Lucknow),"Mahanagar PS, Lucknow",Low,Static surveillance outside suspect safehouse near Mahanagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0287,2024-03-19,79,STF Unit 1 (Lucknow),"Mahanagar PS, Lucknow",Low,Static surveillance outside suspect safehouse near Mahanagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0288,2024-01-31,31,STF Unit 2 (Jhansi),"Kotwali PS, Jhansi",High,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0289,2024-04-26,117,STF Unit 7 (Gorakhpur),"Shahpur PS, Gorakhpur",Low,Static surveillance outside suspect safehouse near Shahpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0290,2024-05-01,122,STF Unit 3 (Jhansi),"Nawabad PS, Jhansi",Medium,Static surveillance outside suspect safehouse near Nawabad PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0291,2024-02-21,52,STF Unit 2 (Jhansi),"Kotwali PS, Jhansi",Medium,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0292,2024-02-13,44,STF Unit 3 (Ghaziabad),"Indirapuram PS, Ghaziabad",Low,Static surveillance outside suspect safehouse near Indirapuram PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0293,2024-04-25,116,STF Unit 6 (Lucknow),"Alambagh PS, Lucknow",Low,Static surveillance outside suspect safehouse near Alambagh PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0294,2024-06-19,171,STF Unit 7 (Bareilly),"Baradari PS, Bareilly",Low,Static surveillance outside suspect safehouse near Baradari PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0295,2024-08-19,232,STF Unit 6 (Prayagraj),"Kareli PS, Prayagraj",Low,Static surveillance outside suspect safehouse near Kareli PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0296,2024-01-14,14,STF Unit 6 (Lucknow),"Chowk PS, Lucknow",Low,Static surveillance outside suspect safehouse near Chowk PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0297,2024-02-27,58,STF Unit 4 (Agra),"Hari Parbat PS, Agra",Medium,Static surveillance outside suspect safehouse near Hari Parbat PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0298,2024-07-22,204,STF Unit 7 (Ghaziabad),"Sihani Gate PS, Ghaziabad",High,Static surveillance outside suspect safehouse near Sihani Gate PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0299,2024-01-21,21,STF Unit 8 (Gautam Buddha Nagar (Noida)),"Knowledge Park PS, Gautam Buddha Nagar (Noida)",High,Static surveillance outside suspect safehouse near Knowledge Park PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0300,2024-05-18,139,STF Unit 6 (Gautam Buddha Nagar (Noida)),"Surajpur PS, Gautam Buddha Nagar (Noida)",Low,Static surveillance outside suspect safehouse near Surajpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0301,2024-01-07,7,STF Unit 1 (Prayagraj),"Dhoomanganj PS, Prayagraj",High,Static surveillance outside suspect safehouse near Dhoomanganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0302,2024-05-30,151,STF Unit 5 (Meerut),"Brahmpuri PS, Meerut",Low,Static surveillance outside suspect safehouse near Brahmpuri PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0303,2024-05-20,141,STF Unit 6 (Gautam Buddha Nagar (Noida)),"Knowledge Park PS, Gautam Buddha Nagar (Noida)",Low,Static surveillance outside suspect safehouse near Knowledge Park PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0304,2024-04-03,94,STF Unit 5 (Ayodhya),"Kotwali PS, Ayodhya",High,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0305,2024-06-11,163,STF Unit 7 (Lucknow),"Mahanagar PS, Lucknow",High,Static surveillance outside suspect safehouse near Mahanagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0306,2024-02-11,42,STF Unit 1 (Ghaziabad),"Kavi Nagar PS, Ghaziabad",Medium,Static surveillance outside suspect safehouse near Kavi Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0307,2024-06-03,155,STF Unit 7 (Ayodhya),"Ayodhya Kotwali PS, Ayodhya",Medium,Static surveillance outside suspect safehouse near Ayodhya Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0308,2024-04-16,107,STF Unit 1 (Jhansi),"Nawabad PS, Jhansi",Medium,Static surveillance outside suspect safehouse near Nawabad PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0309,2024-02-21,52,STF Unit 3 (Ghaziabad),"Kotwali PS, Ghaziabad",Medium,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0310,2024-08-02,215,STF Unit 6 (Ayodhya),"Ayodhya Kotwali PS, Ayodhya",Low,Static surveillance outside suspect safehouse near Ayodhya Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0311,2024-06-06,158,STF Unit 6 (Ghaziabad),"Sahibabad PS, Ghaziabad",High,Static surveillance outside suspect safehouse near Sahibabad PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0312,2024-04-17,108,STF Unit 2 (Meerut),"Brahmpuri PS, Meerut",Low,Static surveillance outside suspect safehouse near Brahmpuri PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0313,2024-06-17,169,STF Unit 1 (Jhansi),"Sipri Bazar PS, Jhansi",Medium,Static surveillance outside suspect safehouse near Sipri Bazar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0314,2024-04-30,121,STF Unit 6 (Gorakhpur),"Tiwaripur PS, Gorakhpur",Medium,Static surveillance outside suspect safehouse near Tiwaripur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0315,2024-01-30,30,STF Unit 8 (Varanasi),"Sigra PS, Varanasi",High,Static surveillance outside suspect safehouse near Sigra PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0316,2024-05-08,129,STF Unit 7 (Prayagraj),"George Town PS, Prayagraj",Medium,Static surveillance outside suspect safehouse near George Town PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0317,2024-01-10,10,STF Unit 1 (Jhansi),"Sipri Bazar PS, Jhansi",Low,Static surveillance outside suspect safehouse near Sipri Bazar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0318,2024-07-17,199,STF Unit 1 (Ghaziabad),"Indirapuram PS, Ghaziabad",Medium,Static surveillance outside suspect safehouse near Indirapuram PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0319,2024-07-30,212,STF Unit 2 (Ghaziabad),"Sihani Gate PS, Ghaziabad",Medium,Static surveillance outside suspect safehouse near Sihani Gate PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0320,2024-05-13,134,STF Unit 2 (Ayodhya),"Raunahi PS, Ayodhya",Medium,Static surveillance outside suspect safehouse near Raunahi PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0321,2024-06-19,171,STF Unit 5 (Prayagraj),"Kareli PS, Prayagraj",Low,Static surveillance outside suspect safehouse near Kareli PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0322,2024-08-19,232,STF Unit 1 (Varanasi),"Dashashwamedh PS, Varanasi",Medium,Static surveillance outside suspect safehouse near Dashashwamedh PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0323,2024-03-10,70,STF Unit 5 (Varanasi),"Bhelupur PS, Varanasi",Medium,Static surveillance outside suspect safehouse near Bhelupur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0324,2024-07-30,212,STF Unit 1 (Gautam Buddha Nagar (Noida)),"Surajpur PS, Gautam Buddha Nagar (Noida)",High,Static surveillance outside suspect safehouse near Surajpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0325,2024-08-04,217,STF Unit 6 (Kanpur Nagar),"Collectorganj PS, Kanpur Nagar",Medium,Static surveillance outside suspect safehouse near Collectorganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0326,2024-07-04,186,STF Unit 4 (Lucknow),"Hazratganj PS, Lucknow",Low,Static surveillance outside suspect safehouse near Hazratganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0327,2024-07-28,210,STF Unit 7 (Meerut),"Lisari Gate PS, Meerut",Medium,Static surveillance outside suspect safehouse near Lisari Gate PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0328,2024-08-21,234,STF Unit 8 (Gautam Buddha Nagar (Noida)),"Surajpur PS, Gautam Buddha Nagar (Noida)",High,Static surveillance outside suspect safehouse near Surajpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0329,2024-05-18,139,STF Unit 3 (Varanasi),"Bhelupur PS, Varanasi",Low,Static surveillance outside suspect safehouse near Bhelupur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0330,2024-06-23,175,STF Unit 1 (Meerut),"Civil Lines PS, Meerut",Low,Static surveillance outside suspect safehouse near Civil Lines PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0331,2024-06-20,172,STF Unit 1 (Kanpur Nagar),"Kalyanpur PS, Kanpur Nagar",Low,Static surveillance outside suspect safehouse near Kalyanpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0332,2024-08-26,239,STF Unit 2 (Meerut),"Lisari Gate PS, Meerut",Medium,Static surveillance outside suspect safehouse near Lisari Gate PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0333,2024-03-13,73,STF Unit 2 (Jhansi),"Nawabad PS, Jhansi",Medium,Static surveillance outside suspect safehouse near Nawabad PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0334,2024-06-24,176,STF Unit 6 (Ghaziabad),"Sahibabad PS, Ghaziabad",High,Static surveillance outside suspect safehouse near Sahibabad PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0335,2024-06-16,168,STF Unit 6 (Lucknow),"Chowk PS, Lucknow",High,Static surveillance outside suspect safehouse near Chowk PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0336,2024-06-05,157,STF Unit 5 (Lucknow),"Hazratganj PS, Lucknow",High,Static surveillance outside suspect safehouse near Hazratganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0337,2024-04-20,111,STF Unit 1 (Gautam Buddha Nagar (Noida)),"Sector 39 PS, Gautam Buddha Nagar (Noida)",High,Static surveillance outside suspect safehouse near Sector 39 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0338,2024-03-15,75,STF Unit 1 (Ayodhya),"Kotwali PS, Ayodhya",Medium,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0339,2024-07-28,210,STF Unit 2 (Jhansi),"Nawabad PS, Jhansi",Low,Static surveillance outside suspect safehouse near Nawabad PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0340,2024-07-01,183,STF Unit 3 (Gautam Buddha Nagar (Noida)),"Knowledge Park PS, Gautam Buddha Nagar (Noida)",Medium,Static surveillance outside suspect safehouse near Knowledge Park PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0341,2024-05-11,132,STF Unit 1 (Ghaziabad),"Sihani Gate PS, Ghaziabad",Medium,Static surveillance outside suspect safehouse near Sihani Gate PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0342,2024-08-25,238,STF Unit 3 (Prayagraj),"Kareli PS, Prayagraj",Medium,Static surveillance outside suspect safehouse near Kareli PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0343,2024-05-11,132,STF Unit 6 (Meerut),"Brahmpuri PS, Meerut",Low,Static surveillance outside suspect safehouse near Brahmpuri PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0344,2024-04-27,118,STF Unit 4 (Bareilly),"Subhash Nagar PS, Bareilly",Low,Static surveillance outside suspect safehouse near Subhash Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0345,2024-08-16,229,STF Unit 3 (Bareilly),"Izzatnagar PS, Bareilly",Low,Static surveillance outside suspect safehouse near Izzatnagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0346,2024-03-07,67,STF Unit 6 (Ayodhya),"Raunahi PS, Ayodhya",High,Static surveillance outside suspect safehouse near Raunahi PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0347,2024-01-01,1,STF Unit 3 (Gautam Buddha Nagar (Noida)),"Surajpur PS, Gautam Buddha Nagar (Noida)",Low,Static surveillance outside suspect safehouse near Surajpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0348,2024-07-18,200,STF Unit 3 (Agra),"Hari Parbat PS, Agra",High,Static surveillance outside suspect safehouse near Hari Parbat PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0349,2024-03-10,70,STF Unit 1 (Gorakhpur),"Cantt PS, Gorakhpur",Medium,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0350,2024-06-12,164,STF Unit 8 (Kanpur Nagar),"Govind Nagar PS, Kanpur Nagar",Medium,Static surveillance outside suspect safehouse near Govind Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0351,2024-07-13,195,STF Unit 2 (Ghaziabad),"Kavi Nagar PS, Ghaziabad",Low,Static surveillance outside suspect safehouse near Kavi Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0352,2024-06-01,153,STF Unit 5 (Varanasi),"Sigra PS, Varanasi",High,Static surveillance outside suspect safehouse near Sigra PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0353,2024-08-22,235,STF Unit 5 (Agra),"Etmadpur PS, Agra",Low,Static surveillance outside suspect safehouse near Etmadpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0354,2024-07-24,206,STF Unit 7 (Lucknow),"Alambagh PS, Lucknow",Medium,Static surveillance outside suspect safehouse near Alambagh PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0355,2024-04-17,108,STF Unit 2 (Jhansi),"Prem Nagar PS, Jhansi",Medium,Static surveillance outside suspect safehouse near Prem Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0356,2024-05-14,135,STF Unit 4 (Varanasi),"Dashashwamedh PS, Varanasi",High,Static surveillance outside suspect safehouse near Dashashwamedh PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0357,2024-02-17,48,STF Unit 7 (Jhansi),"Sipri Bazar PS, Jhansi",Medium,Static surveillance outside suspect safehouse near Sipri Bazar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0358,2024-03-24,84,STF Unit 1 (Meerut),"Partapur PS, Meerut",Low,Static surveillance outside suspect safehouse near Partapur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0359,2024-05-31,152,STF Unit 4 (Gautam Buddha Nagar (Noida)),"Sector 24 PS, Gautam Buddha Nagar (Noida)",Medium,Static surveillance outside suspect safehouse near Sector 24 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0360,2024-04-19,110,STF Unit 7 (Agra),"Shahganj PS, Agra",High,Static surveillance outside suspect safehouse near Shahganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0361,2024-03-20,80,STF Unit 2 (Ayodhya),"Raunahi PS, Ayodhya",Low,Static surveillance outside suspect safehouse near Raunahi PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0362,2024-01-05,5,STF Unit 3 (Gautam Buddha Nagar (Noida)),"Knowledge Park PS, Gautam Buddha Nagar (Noida)",High,Static surveillance outside suspect safehouse near Knowledge Park PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0363,2024-08-27,240,STF Unit 5 (Kanpur Nagar),"Barra PS, Kanpur Nagar",Low,Static surveillance outside suspect safehouse near Barra PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0364,2024-01-08,8,STF Unit 8 (Jhansi),"Sipri Bazar PS, Jhansi",Medium,Static surveillance outside suspect safehouse near Sipri Bazar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0365,2024-04-07,98,STF Unit 2 (Prayagraj),"Dhoomanganj PS, Prayagraj",Low,Static surveillance outside suspect safehouse near Dhoomanganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0366,2024-08-03,216,STF Unit 1 (Gorakhpur),"Tiwaripur PS, Gorakhpur",Medium,Static surveillance outside suspect safehouse near Tiwaripur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0367,2024-08-07,220,STF Unit 1 (Ayodhya),"Raunahi PS, Ayodhya",Low,Static surveillance outside suspect safehouse near Raunahi PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0368,2024-08-12,225,STF Unit 4 (Ghaziabad),"Kavi Nagar PS, Ghaziabad",Medium,Static surveillance outside suspect safehouse near Kavi Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0369,2024-03-28,88,STF Unit 7 (Kanpur Nagar),"Kalyanpur PS, Kanpur Nagar",High,Static surveillance outside suspect safehouse near Kalyanpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0370,2024-05-19,140,STF Unit 4 (Gorakhpur),"Gorakhnath PS, Gorakhpur",Medium,Static surveillance outside suspect safehouse near Gorakhnath PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0371,2024-04-14,105,STF Unit 7 (Varanasi),"Shivpur PS, Varanasi",High,Static surveillance outside suspect safehouse near Shivpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0372,2024-02-12,43,STF Unit 4 (Kanpur Nagar),"Govind Nagar PS, Kanpur Nagar",Medium,Static surveillance outside suspect safehouse near Govind Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0373,2024-04-15,106,STF Unit 1 (Meerut),"Brahmpuri PS, Meerut",High,Static surveillance outside suspect safehouse near Brahmpuri PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0374,2024-02-26,57,STF Unit 3 (Ghaziabad),"Kavi Nagar PS, Ghaziabad",High,Static surveillance outside suspect safehouse near Kavi Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0375,2024-03-18,78,STF Unit 4 (Gautam Buddha Nagar (Noida)),"Sector 24 PS, Gautam Buddha Nagar (Noida)",High,Static surveillance outside suspect safehouse near Sector 24 PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0376,2024-06-09,161,STF Unit 2 (Agra),"Rakabganj PS, Agra",Medium,Static surveillance outside suspect safehouse near Rakabganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0377,2024-07-17,199,STF Unit 2 (Prayagraj),"Kareli PS, Prayagraj",High,Static surveillance outside suspect safehouse near Kareli PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0378,2024-06-25,177,STF Unit 3 (Jhansi),"Kotwali PS, Jhansi",Medium,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0379,2024-03-02,62,STF Unit 6 (Prayagraj),"George Town PS, Prayagraj",Medium,Static surveillance outside suspect safehouse near George Town PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0380,2024-06-04,156,STF Unit 1 (Meerut),"Brahmpuri PS, Meerut",High,Static surveillance outside suspect safehouse near Brahmpuri PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0381,2024-01-17,17,STF Unit 5 (Meerut),"Sadar Bazar PS, Meerut",Medium,Static surveillance outside suspect safehouse near Sadar Bazar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0382,2024-05-05,126,STF Unit 3 (Varanasi),"Cantt PS, Varanasi",Medium,Static surveillance outside suspect safehouse near Cantt PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0383,2024-02-13,44,STF Unit 6 (Bareilly),"Kotwali PS, Bareilly",Low,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0384,2024-07-12,194,STF Unit 6 (Ayodhya),"Raunahi PS, Ayodhya",Medium,Static surveillance outside suspect safehouse near Raunahi PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0385,2024-06-27,179,STF Unit 3 (Prayagraj),"Civil Lines PS, Prayagraj",High,Static surveillance outside suspect safehouse near Civil Lines PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0386,2024-05-22,143,STF Unit 4 (Bareilly),"Izzatnagar PS, Bareilly",High,Static surveillance outside suspect safehouse near Izzatnagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0387,2024-07-22,204,STF Unit 4 (Lucknow),"Chowk PS, Lucknow",Low,Static surveillance outside suspect safehouse near Chowk PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0388,2024-02-04,35,STF Unit 3 (Meerut),"Nauchandi PS, Meerut",Medium,Static surveillance outside suspect safehouse near Nauchandi PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0389,2024-07-12,194,STF Unit 7 (Bareilly),"Prem Nagar PS, Bareilly",Low,Static surveillance outside suspect safehouse near Prem Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0390,2024-03-09,69,STF Unit 3 (Bareilly),"Baradari PS, Bareilly",Low,Static surveillance outside suspect safehouse near Baradari PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0391,2024-01-13,13,STF Unit 4 (Prayagraj),"Kareli PS, Prayagraj",Low,Static surveillance outside suspect safehouse near Kareli PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0392,2024-01-05,5,STF Unit 1 (Jhansi),"Prem Nagar PS, Jhansi",Medium,Static surveillance outside suspect safehouse near Prem Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0393,2024-08-10,223,STF Unit 3 (Ghaziabad),"Sahibabad PS, Ghaziabad",Low,Static surveillance outside suspect safehouse near Sahibabad PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0394,2024-03-26,86,STF Unit 1 (Prayagraj),"Naini PS, Prayagraj",Medium,Static surveillance outside suspect safehouse near Naini PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0395,2024-02-25,56,STF Unit 4 (Gautam Buddha Nagar (Noida)),"Surajpur PS, Gautam Buddha Nagar (Noida)",Medium,Static surveillance outside suspect safehouse near Surajpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0396,2024-06-18,170,STF Unit 2 (Jhansi),"Kotwali PS, Jhansi",Medium,Static surveillance outside suspect safehouse near Kotwali PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0397,2024-07-28,210,STF Unit 7 (Agra),"Tajganj PS, Agra",High,Static surveillance outside suspect safehouse near Tajganj PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0398,2024-07-11,193,STF Unit 1 (Gorakhpur),"Shahpur PS, Gorakhpur",Medium,Static surveillance outside suspect safehouse near Shahpur PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0399,2024-02-15,46,STF Unit 6 (Jhansi),"Prem Nagar PS, Jhansi",Low,Static surveillance outside suspect safehouse near Prem Nagar PS. Identified suspicious movement of vehicles.,routine
UP-SURV-0400,2024-01-12,12,STF Unit 4 (Jhansi),"Sipri Bazar PS, Jhansi",Medium,Static surveillance outside suspect safehouse near Sipri Bazar PS. Identified suspicious movement of vehicles.,routine
